Propietario,direccion,TextoReclamo,ValorReclamo,idParcela,Valuacion_Danios,Validado,id,nomenclatura,tipo,tipo_valuacion,estado,designacion_oficial,expediente_creacion,fecha_creacion,fecha_alta,frente_y_fondo,vut_vigente,valuacion_fiscal,vigencia_desde,porcentaje_copropiedad,superficie_urbana,valuacion_urbana,base_imponible_urbana,superficie_rural,valuacion_rural,base_imponible_rural,superficie_mejoras,valuacion_mejoras,base_imponible_mejoras,cantidad_cuentas,departamento,pedania,localidad,ped_nomenclatura,nro_cuenta,row_number,sep_ndvi,nov_ndvi,par_entity,geometry,dnbr
Saturnino Severino Bellido Aguirre," Los Moradillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","A la atención de los señores de SierraVolt Energética Limitada,

Me dirijo a ustedes en nombre de mi representado, el señor Saturnino Severino Bellido Aguirre, dueño de un predio situado en Los Moradillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina.

La razón de este mensaje es presentar una demanda por los perjuicios ocasionados en el inmueble de mi cliente a raíz de un incendio forestal reciente. El terreno, de índole urbano, ha padecido daños considerables debido al humo y las llamas, pese a no tener construcciones en su extensión.

El monto de la demanda se eleva a $144.515.008 pesos argentinos, suma que estimamos justa y necesaria para afrontar los gastos de limpieza, restauración y resarcimiento por la merma de valor del bien inmueble.

Confiamos en que este conflicto se solucione de forma ágil y eficaz, en provecho de todos los involucrados. Apreciamos de antemano su atención en este tema y nos ponemos a su disposición para cualquier consulta o información adicional que precisen.

Cordialmente,



Córdoba, Argentina.",144515008.36,1202019-SANTIAGO,,,1202019,2305604701002015,urbano,val. urbano,edificado noph,MZ 1 LTE 15,,01-1901,03-2007,1.0,735.0,4157832.48,2023-11-01,0.0,732.0,538020.0,0.0,0.0,0.0,0.0,267.0,3619812.48,0.0,1.0,punilla,santiago,villa icho cruz,2305,230517164262.0,1004060.0,0.1662542763247942,0.1763417672094069,4540617.0,"POLYGON ((352173.7215690239 -3483156.2351144324, 352197.27458051883 -3483136.618026427, 352212.9557563183 -3483154.860677057, 352189.4027448328 -3483174.4777650624, 352173.7215690239 -3483156.2351144324))",0.016164097879383513
Leopoldo Herminio Sancho Alsina," Inglaterra, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Leopoldo Herminio Sancho Alsina, dueño de un terreno situado en Inglaterra, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Nos place comunicarles que nuestro cliente tiene la intención de presentar una reclamación por daños y perjuicios causados a su propiedad a raíz de un incendio forestal reciente. La parcela en cuestión es de tipo urbano y, de acuerdo a nuestros registros, no posee edificaciones (EDIFICADO NoPH). La localidad afectada es Tanti, perteneciente al departamento de Punilla.

Debido a los daños padecidos, nuestro cliente calcula que el monto a reclamar asciende a $3.122.933 pesos argentinos. Esta suma se fundamenta en el impacto que el incendio ha generado en el valor de mercado de la propiedad, así como en los costos vinculados a la limpieza y restauración del terreno.

Requerimos a SierraVolt Energética Limitada que examine la reclamación presentada y proceda con el pago correspondiente lo antes posible. De no obtener una respuesta satisfactoria en un plazo adecuado, nos veremos en la necesidad de tomar las acciones legales pertinentes para asegurar los derechos e intereses de nuestro cliente.

Agradecemos de antemano su atención y aguardamos su pronta respuesta.

Cordialmente,


Abogado
Estudio Jurídico Alsina & Asociados",3122933.27,1157327-SAN ROQUE,,,1157327,2304483605086004,urbano,val. urbano,edificado noph,MZ J 4 LTE 251,00001118231,01-1901,03-2007,1.0,665.0,2868026.56,2023-11-01,0.0,440.0,292600.0,0.0,0.0,0.0,0.0,136.0,2575426.56,0.0,1.0,punilla,san roque,tanti,2304,230411182318.0,967665.0,0.17176578732354855,0.2004246528204887,586591602.0,"POLYGON ((350102.52734491136 -3470522.197515438, 350092.2502390087 -3470514.26321127, 350113.30425891036 -3470487.648943616, 350114.0851940221 -3470488.273691966, 350123.5813648037 -3470495.645722595, 350102.52734491136 -3470522.197515438))",-0.05070023532915785
Azucena Mateo Mir,"Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los respetados representantes de SierraV Segura,

Soy Azucena Mateo Mir, dueña de un lote urbano situado en la Comuna de Tala Huasi, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me encuentro escribiéndoles con una preocupación profunda a raíz de los perjuicios que ha sufrido mi propiedad a causa de un reciente incendio forestal.

Desafortunadamente, el proceso de evacuación resultó ser bastante oneroso y complicado, generando gastos extra que no había anticipado. Aunque mi lote no posee construcciones, los daños provocados por el fuego han sido notables y demandan una inversión significativa para su restauración.

Por ende, me veo obligada a presentar una reclamación por la suma de $86.695.859, que cubra los costos de evacuación y los daños sufridos en mi propiedad. Les agradezco de antemano su atención y comprensión en este momento difícil, y confío en contar con su respaldo para solucionar esta situación a la brevedad.

Aguardo su respuesta pronta y les mando un saludo cordial.

Cordialmente,

Azucena Mateo Mir.",86695859.82,2519550-SANTIAGO,,,2519550,2304694302023117,urbano,val. urbano,edificado noph,LT. 117 - MZ. OF. 23,0033-129291/2022,01-2023,08-2022,0.9,735.0,2505434.4,2023-11-01,0.0,763.87,505300.0,0.0,0.0,0.0,0.0,110.0,2000134.4,0.0,1.0,punilla,san roque,,2304,230443196655.0,1904245.0,0.14995524416636286,0.15392548623524335,1968815604.0,"POLYGON ((350962.5089996982 -3482900.16435172, 351007.47100769787 -3482922.9852197217, 351000.6837684499 -3482936.6297857906, 350955.69172769866 -3482913.519007719, 350956.14154769847 -3482912.6293637194, 350962.5089996982 -3482900.16435172))",0.022796684136823064
,,"Para el equipo de Volterra Seguros,

Me dirijo a ustedes como Natalia de Pavón, dueña de un terreno ubicado en Blas Díaz, Municipio de Cabalango, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. El motivo de mi carta es presentar un reclamo por los daños ocasionados en mi propiedad a raíz de un incendio forestal reciente.

Mi terreno es de carácter rural y, desafortunadamente, no contaba con construcciones en él. El incendio ha provocado daños significativos en la vegetación y en la calidad del suelo, dejándome en una situación difícil. Me gustaría solicitar una compensación por los daños padecidos, dado que mi póliza de seguro contempla este tipo de siniestros.

El importe que reclamo asciende a $103.620.430, monto que considero apropiado para afrontar los costos de limpieza, recuperación del terreno y reforestación. Agradezco de antemano su rápida atención a este tema y aguardo su respuesta.

Atentamente,

Natalia de Pavón.",103620430.76,1134835-SANTIAGO,,,1134835,2304002020238200,rural,val. rural,edificado noph,LT 4,00002286357,01-1991,03-2007,,,10620914.19,2023-11-07,0.0,0.0,0.0,0.0,250746.0,489640.59,0.0,535.0,10131273.6,0.0,1.0,punilla,san roque,,2304,230422863571.0,947869.0,0.15217163006349843,0.18618456348958584,767500025.0,"POLYGON ((350336.0834480572 -3474743.1022810005, 350358.76270549337 -3474790.005931343, 350455.0116243797 -3474763.0217283024, 350488.9351853151 -3474837.891993275, 350674.8241114697 -3474929.9539983887, 350674.63538108225 -3474965.6892000185, 350674.3496070272 -3474997.735101819, 350557.1970861786 -3475112.8501271564, 350535.87513186387 -3475158.05382904, 350422.85144732916 -3475187.2081362605, 350383.7773912258 -3475217.678411694, 350266.9731596045 -3475243.116580815, 350196.13161334314 -3475308.424130793, 350078.98790081864 -3475334.227869278, 350068.16989901126 -3475281.8242450943, 350038.9473497787 -3475140.266911713, 350090.1317738163 -3475140.9889116767, 350068.6998834629 -3475037.170410944, 350019.7519811881 -3475047.2750268704, 349984.89105626865 -3474878.404764011, 350030.7036889514 -3474871.423844968, 350056.29834824207 -3474846.1422805493, 350056.4094942857 -3474822.4920057133, 350336.0834480572 -3474743.1022810005))",-0.04082986872139301
,,"Para los Estimados de Volterra Seguros,

Me dirijo a ustedes como Onofre Carmona Riera, dueño de un terreno ubicado en El Calafate, Solares de las Ensenadas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con el fin de informarles acerca de un suceso que tuvo lugar en mi propiedad y para solicitar una compensación.

Días atrás, un incendio forestal afectó gravemente mi parcela urbana en Villa Carlos Paz. Por suerte, no había edificaciones en el terreno, pero el fuego provocó daños importantes en la vegetación y en la calidad del suelo. Debido a esto, me veo enfrentado a pérdidas considerables y requiero asistencia para recuperar el valor de mi propiedad.

En consecuencia, deseo presentar un reclamo por un monto de $87.436.538, que corresponde al valor estimado de los perjuicios ocasionados por el incendio. Les agradecería si pudieran gestionar mi petición a la brevedad y proporcionarme información acerca de los siguientes pasos a seguir.

Aguardo su pronta respuesta.

Atentamente,

Onofre Carmona Riera.",87436538.48,1188848-SAN ROQUE,,,1188848,2304554303121011,urbano,val. urbano,edificado noph,MZ 40 LT 11,,01-1901,03-2007,1.0,2310.0,2609876.16,2023-11-01,0.0,644.0,1487640.0,0.0,0.0,0.0,0.0,99.0,1122236.16,0.0,1.0,punilla,san roque,villa carlos paz,2304,230418969631.0,992991.0,0.19240894818954796,0.23035131547667,28453006.0,"POLYGON ((355405.4846077734 -3480644.0327442447, 355407.98596311104 -3480659.1409505373, 355365.1445444762 -3480656.4494051556, 355364.5547398031 -3480652.9299057075, 355362.6431891283 -3480641.3411988732, 355405.4846077734 -3480644.0327442447))",-0.032229511018552745
,,"Para los distinguidos representantes de Aseguradora del Norte,

Me presento, soy Vasco Aznar Ramírez, dueño de un terreno situado en Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me veo en la necesidad de contactarlos para presentar una queja por los perjuicios ocasionados en mi propiedad a causa de un reciente incendio forestal.

El terreno en cuestión es de carácter urbano y, desafortunadamente, se halla en estado de abandono, sin edificaciones registradas. La localidad afectada es Villa Carlos Paz, que pertenece al departamento de Punilla. Como resultado del incendio, mi actividad comercial se ha visto interrumpida y he padecido pérdidas económicas de gran magnitud.

Por ende, solicito a Aseguradora del Norte que considere mi queja y proceda con el desembolso correspondiente a los perjuicios sufridos, que ascienden a un total de $5.378.868 pesos argentinos. Les agradezco de antemano su atención y cooperación en este asunto y aguardo su respuesta a la brevedad.

Con respeto,

Vasco Aznar Ramírez
Dueño",5378868.83,2449054-SAN ROQUE,,,2449054,2304553803286001,urbano,val. urbano,baldio,MZ 286 LT 1 - ESPACIO VERDE,0033-087801/2014,01-2020,11-2019,0.7,1500.0,394989.0,2023-11-01,0.0,376.18,394989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,san roque,villa carlos paz,2304,230442355938.0,1845448.0,0.11777173996860593,0.09485840733070654,1134480204.0,"POLYGON ((355453.5817046461 -3478668.725029288, 355490.9067686449 -3478684.1888412884, 355478.641676645 -3478682.4995172895, 355467.1062926451 -3478687.027705288, 355459.26942864526 -3478696.6138692885, 355457.130284645 -3478708.8189852894, 355458.14987664437 -3478721.204029291, 355453.5817046461 -3478668.725029288))",0.07206517740627032
Matías Felipe Benitez Criado," Camino a Estancia Cáceres, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Matías Felipe Benitez Criado, dueño de un terreno situado en Camino a Estancia Cáceres, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Mediante la presente, queremos comunicarles que nuestro cliente ha experimentado daños considerables en su propiedad rural a causa de un incendio forestal reciente. Esta situación ha llevado a la destrucción de cultivos y la imposibilidad de seguir adelante con sus actividades agrícolas en el terreno mencionado.

Tal propiedad se ubica en una zona rural, sin registros de construcciones, y catalogada como baldío. La localidad no está especificada, pero sí se halla dentro del departamento de Punilla.

Debido a lo expuesto, nuestro cliente requiere una indemnización por los daños padecidos en su propiedad, los cuales alcanzan la suma de $4.110.591 pesos argentinos. Este monto se fundamenta en la evaluación de los daños y perjuicios provocados por el incendio, así como en la pérdida de ingresos futuros a raíz de la imposibilidad de proseguir con sus actividades agrícolas en el terreno afectado.

Agradecemos su atención en este asunto y solicitamos que se efectúe una rápida evaluación de la situación y se proceda al pago de la indemnización pertinente. Aguardamos su respuesta y nos encontramos a su disposición para cualquier consulta o información adicional que necesiten.

Cordialmente,

Dr. Juan Carlos Pérez
Abogado
Estudio Jurídico Pérez & Asociados",4110591.88,2073839-SAN ROQUE,,,2073839,2304002020168800,rural,val. rural,baldio,LT 202-1688,0576-000540/2007,01-2009,01-2012,,,267138.91,2023-11-07,0.0,0.0,0.0,0.0,72291.0,267138.91,0.0,0.0,0.0,0.0,1.0,punilla,san roque,,2304,230425691843.0,1674660.0,0.14756902377451778,0.110604506977486,138031602.0,"POLYGON ((352628.39721293515 -3477323.2076550587, 352716.2252986218 -3477581.374050262, 352528.71522294753 -3477660.5442067105, 352462.47689228144 -3477244.5027203206, 352570.745516411 -3477228.906185311, 352544.87584791007 -3477157.0518074515, 352552.0318546121 -3477120.0118297194, 352574.6225267865 -3477174.132779888, 352589.59693955455 -3477189.3107889662, 352647.57861222385 -3477226.572372589, 352628.39721293515 -3477323.2076550587))",0.14991434345243465
Abel Carrera Peñas," Costanero Los Troncos, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Abel Carrera Peñas, dueño de una propiedad situada en Costanero Los Troncos, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina.

Queremos comunicarles que nuestro cliente ha experimentado daños considerables en su propiedad a causa de un reciente incendio forestal. El terreno afectado es de carácter urbano y posee construcciones bajo régimen de propiedad horizontal. El lugar afectado es Mayu Sumaj, que pertenece al departamento de Punilla.

Desafortunadamente, el seguro que nuestro cliente contrató no cubre la totalidad de los daños provocados por el incidente. Por ende, nos encontramos en la obligación de presentar una reclamación por la suma de $4.467.717, que es el monto requerido para realizar las reparaciones y restituciones necesarias en la propiedad dañada.

Pedimos a SierraVolt Energética Limitada que, en su rol de encargado de la gestión y prevención de riesgos en el área, proceda a evaluar la situación y determine la compensación correspondiente a nuestro cliente, el Sr. Abel Carrera Peñas, de acuerdo con las normativas legales vigentes.

Agradecemos de antemano su cooperación y atención en este asunto. Esperamos su pronta respuesta y nos encontramos a su disposición para cualquier consulta o información adicional que necesiten.

Cordialmente,


Abogado
Estudio Jurídico Pérez & Asociados.",4467717.95,1204555-SAN ROQUE,,,1204555,2305714702002019,urbano,val. urbano,edificado ph,MZ 18 LT 7A PH 1,-      /,01-1901,03-2007,1.1,1015.0,985259.931,2023-11-01,1.0,983.0,1097519.5,0.0,0.0,0.0,0.0,88.0,742241.28,0.0,2.0,punilla,santiago,mayu sumaj,2305,230517195923.0,1006375.0,0.15944648402805747,0.2405882936159998,4543427.0,"POLYGON ((353648.5648659084 -3482151.109311678, 353663.8711974055 -3482148.4228977947, 353694.45262150135 -3482149.641163443, 353700.3252516891 -3482162.854588937, 353678.3965878748 -3482172.0383825414, 353663.4651045378 -3482178.28586118, 353648.5648659084 -3482151.109311678))",-0.09729632053791748
Tiburcio de Bárcena," Ushuaia, Solares de las Ensenadas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Tiburcio de Bárcena, dueño de un terreno situado en Ushuaia, Solares de las Ensenadas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. El terreno mencionado es de carácter urbano y, de acuerdo a nuestros registros, no posee edificaciones.

Mediante la presente, nos es grato comunicarles que nuestro cliente tiene la intención de presentar una reclamación por daños y perjuicios causados a su propiedad a raíz de un reciente incendio forestal. La causa de este siniestro se atribuye a la negligencia en el manejo del fuego y el humo cerca de su terreno, lo cual ha ocasionado pérdidas considerables para el Sr. de Bárcena.

En base a lo expuesto, nuestro cliente exige una indemnización por un monto total de $59.861.805 pesos argentinos, que corresponde al valor estimado de los daños padecidos en su propiedad. Solicitamos que se lleve a cabo una investigación minuciosa de los hechos y se adopten las medidas pertinentes para asegurar que situaciones semejantes no se repitan en el futuro.

Agradecemos de antemano su atención a este asunto y aguardamos su pronta respuesta. Por favor, no duden en contactarnos si necesitan información adicional o si desean conversar sobre los detalles de la reclamación.

Cordialmente,


Abogado
Estudio Jurídico 
Córdoba, Argentina",59861805.24,1188589-SANTIAGO,,,1188589,2304554303097005,urbano,val. urbano,edificado noph,002 005,,01-1901,03-2007,1.0,2205.0,2756075.28,2023-11-01,0.0,786.0,1733130.0,0.0,0.0,0.0,0.0,87.0,1022945.28,0.0,1.0,punilla,san roque,villa carlos paz,2304,230431516531.0,992750.0,0.2035777199314996,0.22341713395004162,4442105.0,"POLYGON ((355399.5282859752 -3480273.5996056465, 355397.9664188428 -3480258.07461287, 355422.4253160083 -3480233.7406762578, 355426.0488518446 -3480250.8275399473, 355429.60991294926 -3480267.5395547263, 355399.5282859752 -3480273.5996056465))",-0.0170969680123995
Berto Casals-Muro," Citón, La subida, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los estimados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como abogados del Sr. Berto Casals-Muro, dueño de un terreno situado en Citón, La subida, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. El propósito de esta carta es presentar una queja por los daños y perjuicios sufridos en la propiedad de nuestro cliente a causa de un incendio forestal.

El terreno mencionado es de tipo urbano y está ubicado en la localidad de Cuesta Blanca, en el departamento de Punilla. De acuerdo a nuestros archivos, el terreno es un baldío, es decir, no tiene edificaciones. Sin embargo, el incendio ha provocado daños considerables en la vegetación y el suelo, lo que podría tener impactos negativos a largo plazo en la salud de nuestro cliente y de los residentes del área.

Como SierraVolt Energética Limitada es la encargada de la administración y mantenimiento de la infraestructura energética en la región, creemos que la empresa es responsable de los daños causados a la propiedad de nuestro cliente. Por ende, en representación del Sr. Casals-Muro, pedimos una compensación de $3.043.995 pesos argentinos, que consideramos suficiente para cubrir los daños padecidos y las posibles repercusiones futuras.

Agradecemos su atención inmediata a este asunto y esperamos su respuesta. Si no recibimos una respuesta satisfactoria en un tiempo razonable, nos veremos forzados a tomar las acciones legales necesarias para proteger los derechos e intereses de nuestro cliente.

Cordialmente,



Córdoba, Argentina.",3043995.77,1135164-SAN ROQUE,,,1135164,2304154301002007,urbano,val. urbano,baldio,Mz. 63 - Lote 30,-      /,01-1901,03-2007,1.0,245.0,413560.0,2023-11-01,0.0,1688.0,413560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,san roque,cuesta blanca,2304,230431458131.0,948050.0,0.15236516185563587,0.19540204038608094,4586523.0,"POLYGON ((349439.91014629917 -3482312.5819983794, 349478.42588219914 -3482270.880065497, 349490.1399098835 -3482275.471967321, 349487.5159572254 -3482320.6100233654, 349460.558070924 -3482327.2948228954, 349439.91014629917 -3482312.5819983794))",-0.04838884611463106
Chus Gargallo Tenorio,"Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Para los distinguidos representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como abogados del Sr. Chus Gargallo Tenorio, dueño de un terreno situado en la Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. El propósito de esta carta es presentar una queja por los daños sufridos en dicho terreno debido a un incendio forestal.

El terreno en cuestión es urbano y, de acuerdo a nuestros archivos, no tiene construcciones (EDIFICADO NoPH). Se ubica en la localidad de Villa Icho Cruz, dentro del departamento de Punilla. Desafortunadamente, el incendio forestal ha provocado daños considerables en la propiedad de nuestro cliente, afectando su valor y condiciones.

Por lo anteriormente mencionado, y en conformidad con las leyes y normativas vigentes, solicitamos a SierraVolt Energética Limitada el abono de una compensación por un total de $45.033.351, que corresponde al valor estimado de los daños causados en el terreno de nuestro representado.

Agradecemos su rápida atención a este asunto y esperamos su respuesta para seguir con la resolución de esta situación. Si necesitan más información o documentación de respaldo, por favor no duden en contactar a nuestra firma.

Cordialmente,



Córdoba, Argentina.",45033351.76,1204478-SANTIAGO,,,1204478,2305604701163011,urbano,val. urbano,edificado noph,MZ 163 LT 11,0033-053341/1995,01-2000,03-2007,1.1,1085.0,2556983.56,2023-11-01,0.0,1038.0,1238853.0,0.0,0.0,0.0,0.0,139.0,1318130.56,0.0,1.0,punilla,santiago,villa icho cruz,2305,230522401906.0,1006307.0,0.14591134520086194,0.09831649015611116,4540764.0,"POLYGON ((351332.1661889519 -3482289.6557374327, 351367.9870150272 -3482292.7649175837, 351372.37115045136 -3482317.6140415776, 351337.94344489474 -3482323.4922397267, 351332.1661889519 -3482289.6557374327))",0.10024501139934429
,,"Pa' Volterra Seguros,

Soy Sigfrido Vega Salcedo, dueño de un terreno urbano en Capitán PM Montaño, Municipio de San Antonio de Arredondo, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo pa' contarles sobre un incidente que pasó en mi propiedad en San Antonio de Arredondo, departamento Punilla.

Hace unos días, un incendio forestal jodió bastante mi terreno y causó daños importantes. Por suerte, no había ninguna construcción en el lugar, pero el fuego dejó marcas y daños en la vegetación y el suelo. Me gustaría presentar una reclamación por estos daños, ya que mi póliza de seguro cubre este tipo de situaciones.

El monto que estoy reclamando es de $24.805.484, que considero adecuado pa' cubrir los gastos de limpieza, reparación y reforestación del terreno. Agradezco su atención a este asunto y espero que podamos resolverlo de manera rápida y eficiente.

Espero su respuesta a la brevedad.

Saludos cordiales,

Sigfrido Vega Salcedo.",24805484.4,1140245-SAN ROQUE,,,1140245,2304414303201004,urbano,val. urbano,edificado noph,MZ 71 LT 9,,01-1988,03-2007,0.9,1470.0,2482311.16,2023-11-01,0.0,705.0,932715.0,0.0,0.0,0.0,0.0,86.0,1549596.16,0.0,1.0,punilla,san roque,san antonio de arredondo,2304,230422439787.0,952424.0,0.16135620113157254,0.18641837339700784,725081002.0,"POLYGON ((354840.1463870448 -3482977.9331784924, 354819.7795970218 -3482972.1230159076, 354828.4011290594 -3482940.4170471514, 354847.6121349811 -3482946.0085476255, 354840.1463870448 -3482977.9331784924))",-0.036032179936723294
